일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
2018-08-28,화,2996,104,243,376,0.0,873.0,593.0,팥죽/쌀밥,콩나물국,느타리버섯볶음,쌀밥/잡곡밥,쇠고기샤브국,탕수어,볶음밥*짜장소스,맑은국,깐풍기
2018-08-30,목,2996,106,264,304,0.0,849.0,556.0,새송이죽/쌀밥,고추장찌개,크랜베리멸치볶음,쌀밥/잡곡밥,근대국,모듬장조림,오므라이스,미역장국,모듬튀김*칠리소스
2018-08-31,금,2996,216,289,70,0.0,817.0,424.0,호두죽/쌀밥,맑은만두육개장,김자반,쌀밥/잡곡밥,조랭이떡국,소고기낙지볶음,쌀밥/잡곡밥,황태국,유자청제육볶음
2018-09-03,월,2763,122,233,393,0.0,1213.0,577.0,누룽지탕/쌀밥,동태찌개,진미채무침,쌀밥/잡곡밥,콩나물국,버섯불고기,쌀밥/잡곡밥,돈육김치찌개,유산슬
2018-09-04,화,2763,91,262,404,0.0,938.0,604.0,참치죽/쌀밥,아욱국,미역줄기볶음,쌀밥/잡곡밥,들깨시래기국,동파삼겹수육,닭갈비볶음밥,가쯔오장국,크림카레우동
2018-09-05,수,2763,93,269,0,0.0,829.0,425.0,누룽지탕/쌀밥,김치콩나물국,문어꽈리초조림,김치제육덮밥,맑은국,샐러드파스타,쌀밥/잡곡밥,육개장,고등어구이
2018-09-06,목,2763,106,283,280,0.0,830.0,538.0,쇠고기죽/쌀밥,어묵국,아삭고추무침,쌀밥/잡곡밥,꽃게탕,간장찜닭,꼬마김밥*겨자장,잔치국수,돈육강정
2018-09-07,금,2763,164,303,56,0.0,581.0,467.0,홍게살죽/쌀밥,열무된장국,가지나물,쌀밥/잡곡밥,미역국,매운주꾸미볶음,쌀밥/잡곡밥,콩비지찌개,생선까스*칠리소스
2018-09-10,월,2763,99,243,343,0.0,1144.0,535.0,누룽지탕/쌀밥,감자국,김구이,쌀밥/잡곡밥,연두부국,돈육고추장불고기,쌀밥/잡곡밥,청국장찌개,가자미튀김
2018-09-11,화,2763,67,272,370,0.0,960.0,570.0,김치죽/쌀밥,북어해장국,동전쥐포무침,쌀밥/잡곡밥,쇠고기미역국,닭매운찜,김밥,김치말이국수,떡볶이
2018-09-12,수,2763,73,300,0,0.0,805.0,435.0,누룽지탕/쌀밥,배추된장국,무나물,소불고기덮밥,가쯔오장국,오징어튀김,쌀밥/잡곡밥,매운쇠고기국,유린기
2018-09-13,목,2763,67,306,297,0.0,882.0,571.0,야채죽/쌀밥,된장찌개,두부브로컬리무침,쌀밥/잡곡밥,시래기국,등갈비김치찜,쌀밥/잡곡밥,크림스프,수제돈까스*칠리소스
2018-09-14,금,2763,174,313,132,0.0,405.0,375.0,해물죽/쌀밥,선지해장국,멸치볶음,쌀밥/잡곡밥,고추장찌개,언양식불고기,쌀밥/잡곡밥,도토리묵냉국,해물누룽지탕
2018-09-17,월,2763,91,252,465,0.0,1189.0,522.0,누룽지탕/쌀밥,무채국,김자반,쌀밥/잡곡밥,어묵국,돈육굴소스볶음,쌀밥/잡곡밥,들깨버섯국,오징어볶음
2018-09-18,화,2763,67,289,446,0.0,946.0,597.0,잣죽/쌀밥,열무된장국,연근조림,쌀밥/잡곡밥,닭개장,류산슬,유부초밥,우동,순대야채볶음
2018-09-20,목,2763,93,277,385,0.0,817.0,468.0,양송이죽/쌀밥,콩나물국,취나물무침,쌀밥/잡곡밥,꽃게탕,소고기장조림,김치볶음밥/계란,유부주머니국,해물까스*탈탈소스
2018-09-21,금,2763,260,241,51,0.0,929.0,247.0,해물죽/쌀밥,오징어국,오이무침,쌀밥/잡곡밥,아욱된장국,돼지갈비찜/잡채,쌀밥/잡곡밥,시금치된장국,미니채소떡갈비
2018-10-08,월,2805,424,233,216,0.0,895.0,442.0,누룽지탕/쌀밥,된장찌개,멸치볶음,쌀밥/잡곡밥,어묵탕,돈육고추장불고기,쌀밥/잡곡밥,참치김치찌개,안동찜닭
2018-10-10,수,2805,80,232,1044,0.0,1319.0,751.0,누룽지탕/쌀밥,알탕,시금치나물,곤드레밥*강된장,맑은국,돈육강정,쌀밥/잡곡밥,쇠고기샤브국,가자미양념찜
2018-10-11,목,2805,67,240,430,0.0,1211.0,743.0,쇠고기죽/쌀밥,시래기국,미역나물,쌀밥/잡곡밥,들깨버섯국,오징어볶음,김치주먹밥,우동,타코야끼
2018-10-12,금,2805,192,288,28,0.0,622.0,467.0,홍게살죽/쌀밥,연두부국,진미채무침,쌀밥/잡곡밥,설렁탕,김치전,쌀밥/잡곡밥,호박젓국찌개,장어강정
2018-10-15,월,2805,101,243,268,0.0,1235.0,533.0,누룽지탕/쌀밥,콩나물국,김구이,쌀밥/잡곡밥,열무된장국,버섯불고기,쌀밥/잡곡밥,동태찌개,쇠고기장조림
2018-10-16,화,2805,63,273,315,0.0,928.0,570.0,김치죽/쌀밥,꽃게탕,꽈리고추찜,쌀밥/잡곡밥,매운소고기무국,조기구이,해물굴소스볶음밥,가쯔오장국,닭오븐구이
2018-10-17,수,2805,68,294,0,0.0,761.0,422.0,누룽지탕/쌀밥,북어해장국,모듬묵샐러드,콩나물밥,유부장국,생선가스*칠리소스,쌀밥/잡곡밥,차돌박이된장찌개,꽁치구이
2018-10-18,목,2805,74,299,175,0.0,857.0,532.0,야채죽/쌀밥,새알미역국,연근조림,쌀밥/잡곡밥,감자국,김치제육볶음,유부초밥,짬뽕,탕수육
2018-10-19,금,2805,207,303,40,0.0,627.0,430.0,크림누룽지탕/쌀밥,올갱이아욱국,단배추나물,쌀밥/잡곡밥,오징어국,닭갈비,쌀밥/잡곡밥,닭곰탕,류산슬
2018-10-22,월,2805,141,236,290,0.0,1176.0,498.0,누룽지탕/쌀밥,김치두부국,가지나물,쌀밥/잡곡밥,고추장찌개,돈육간장불고기,쌀밥/잡곡밥,옹심이만두국,코다리조림
2018-10-23,화,2805,73,277,243,0.0,902.0,446.0,팥죽/쌀밥,연두부탕,시래기조림,쌀밥/잡곡밥,콩비지찌개,닭볶음탕,볶음밥*짜장소스,맑은국,탕수어
2018-10-24,수,2805,82,299,1,0.0,777.0,464.0,누룽지탕/쌀밥,된장찌개,건새우마늘쫑볶음,쌀밥/잡곡밥,콩나물국,등갈비김치찜,쌀밥/잡곡밥,대구찌개,언양식불고기
2018-10-25,목,2805,110,315,158,0.0,722.0,469.0,잣죽/쌀밥,배추된장국,고구마순나물,쌀밥/잡곡밥,얼갈이국,쇠고기낙지볶음,야채주먹밥,김치우동,깐풍기
2018-10-26,금,2805,263,308,25,0.0,528.0,370.0,녹두죽/쌀밥,우거지해장국,문어꽈리초조림,쌀밥/잡곡밥,근대국,오징어볶음,쌀밥/잡곡밥,육개장,가자미카레튀김
2018-10-29,월,2805,155,250,316,0.0,1156.0,596.0,누룽지탕/쌀밥,들깨버섯국,진미채무침,쌀밥/잡곡밥,황태국,소불고기,쌀밥/잡곡밥,해물된장찌개,짬뽕불고기
2018-10-30,화,2805,89,300,206,0.0,932.0,449.0,흑임자죽/쌀밥,무채국,김자반,쌀밥/잡곡밥,어묵국,동파삼겹수육,쌀밥/잡곡밥,부대찌개,갈치구이
2018-11-01,목,2815,89,299,172,0.0,703.0,483.0,고구마죽/쌀밥,피바지락국,유채나물,쌀밥/잡곡밥,시래기국,마늘간장치킨,목살필라프,가쯔오장국,로제스파게티
2018-11-02,금,2815,211,299,43,0.0,539.0,434.0,새우살죽/쌀밥,쇠고기무국,숙주나물,쌀밥/잡곡밥,배추된장국,훈제오리구이,쌀밥/잡곡밥,순두부찌개,해물누룽지탕
2018-11-05,월,2815,104,248,391,0.0,1088.0,542.0,누룽지탕/쌀밥,열무된장국,명엽채볶음,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,쌀밥/잡곡밥,감자국,돈육간장불고기
2018-11-06,화,2815,69,269,393,0.0,813.0,540.0,브로컬리죽/쌀밥,북어해장국,김구이,쌀밥/잡곡밥,매운콩나물국,닭데리야끼구이,참치회덮밥,미소장국,쇠고기퀘사디아
2018-11-07,수,2815,68,299,0,0.0,860.0,379.0,누룽지탕/쌀밥,꽃게탕,어묵꽈리고추볶음,곤드레밥*강된장,맑은국,사천식탕수육,쌀밥/잡곡밥,된장찌개,해물청경채볶음
2018-11-08,목,2815,72,285,305,0.0,926.0,443.0,쇠고기죽/쌀밥,선지해장국,가지나물,쌀밥/잡곡밥,미역국,닭갈비,쌀밥/잡곡밥,뼈감자탕,해물까스*탈탈소스
2018-11-09,금,2815,185,302,38,0.0,496.0,454.0,홍게살죽/쌀밥,근대국,카레감자채볶음,쌀밥/잡곡밥,육개장,고등어구이,쌀밥/잡곡밥,콩비지찌개,쇠고기장조림
2018-11-12,월,2815,123,228,401,0.0,1154.0,574.0,누룽지탕/쌀밥,김치국,멸치볶음,쌀밥/잡곡밥,순두부찌개,소고기불고기,쌀밥/잡곡밥,차돌박이찌개,유린기
2018-11-13,화,2815,91,280,328,0.0,783.0,468.0,호박죽/쌀밥,홍합탕,마늘쫑무침,쌀밥/잡곡밥,청국장찌개,돈육강정,통새우김밥,미니짬뽕,고구마그라탕
2018-11-14,수,2815,89,263,0,0.0,800.0,391.0,누룽지탕/쌀밥,맑은만두국,무나물,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,쌀밥/잡곡밥,시금치된장국,매운돼지갈비찜
2018-11-15,목,2815,147,282,291,0.0,747.0,540.0,해물죽/쌀밥,대구매운탕,숙주나물,쌀밥/잡곡밥,아욱국,유자청제육볶음,볶음밥*짜장소스,유부장국,닭오븐구이
2018-11-16,금,2815,251,295,59,0.0,616.0,435.0,잣죽/쌀밥,어묵국,미역줄기볶음,쌀밥/잡곡밥,알탕,언양식불고기,쌀밥/잡곡밥,콩가루배추국,미트볼케찹조림
2018-11-19,월,2815,118,230,416,0.0,1124.0,442.0,누룽지탕/쌀밥,얼갈이국,꽃맛살볶음,쌀밥/잡곡밥,꽃게탕,돈육굴소스볶음,쌀밥/잡곡밥,닭개장,코다리양념조림
2018-11-20,화,2815,70,278,344,0.0,740.0,485.0,땅콩죽/쌀밥,무채국,동전쥐포무침,쌀밥/잡곡밥,들깨시래기국,주꾸미볶음,김치볶음밥/계란,가쯔오장국,탄두리치킨
2018-11-21,수,2815,81,290,0,0.0,832.0,411.0,누룽지탕/쌀밥,오징어국,꽈리고추찜,카레덮밥,맑은국,새우까스*탈탈소스,쌀밥/잡곡밥,열무된장국,삼겹살구이
2018-11-22,목,2815,80,287,325,0.0,718.0,436.0,흑임자죽/쌀밥,된장찌개,가지나물,쌀밥/잡곡밥,콩나물국,닭볶음탕,멸치주먹밥,해물수제비,양장피잡채
2018-11-23,금,2815,222,305,57,0.0,527.0,363.0,홍게살죽/쌀밥,우거지해장국,진미채무침,쌀밥/잡곡밥,근대국,버섯불고기,쌀밥/잡곡밥,고추장찌개,돈육장조림
2018-11-26,월,2815,107,215,447,0.0,1077.0,476.0,누룽지탕/쌀밥,민물새우찌개,김구이,쌀밥/잡곡밥,얼갈이국,닭갈비,쌀밥/잡곡밥,부대찌개,굴비구이
2018-11-27,화,2815,60,264,418,0.0,839.0,529.0,야채죽/쌀밥,감자국,쑥갓두부무침,쌀밥/잡곡밥,배추된장국,짬뽕불고기,참치주먹밥,잔치국수,돈육강정
2018-11-29,목,2815,86,293,354,0.0,794.0,454.0,견과류죽/쌀밥,냉이된장국,청포묵무침,쌀밥/잡곡밥,두부김치국,레몬탕수육,쌀밥/잡곡밥,연두부탕,미니함박조림
2018-11-30,금,2815,196,314,60,0.0,543.0,362.0,닭죽/쌀밥,북어국,시금치나물,쌀밥/잡곡밥,매운버섯국,해물누룽지탕,쌀밥/잡곡밥,어묵국,깐풍기
2018-12-03,월,2846,80,187,798,0.0,1248.0,544.0,누룽지탕/쌀밥,고추장찌개,시래기조림,쌀밥/잡곡밥,미역국,쇠고기낙지볶음,쌀밥/잡곡밥,된장찌개,돈육간장불고기
2018-12-04,화,2846,64,246,802,0.0,911.0,617.0,팥죽/쌀밥,바지락국,모듬묵*장,쌀밥/잡곡밥,차돌박이찌개,유린기,토마토스파게티,옥수수스프,굴소스볶음밥
2018-12-05,수,2846,87,254,0,0.0,885.0,414.0,누룽지탕/쌀밥,매생이굴국,감자채볶음,단호박영양밥,유부장국,언양식불고기,쌀밥/잡곡밥,육개장,삼치구이
2018-12-06,목,2846,90,266,589,0.0,765.0,515.0,참치야채죽/쌀밥,꽃게탕,진미채무침,쌀밥/잡곡밥,콩나물국,오리불고기,빠에야,쌀국수,웨지감자
2018-12-07,금,2846,182,300,83,0.0,674.0,353.0,김치죽/쌀밥,콩가루배추국,아삭고추무침,쌀밥/잡곡밥,떡만두국,쇠고기모듬장조림,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음
2018-12-10,월,2846,98,204,863,0.0,1201.0,597.0,누룽지탕/쌀밥,김치국,자반김,쌀밥/잡곡밥,아욱국,제육볶음,쌀밥/잡곡밥,순두부찌개,미트볼케찹조림
2018-12-11,화,2846,69,250,716,0.0,883.0,569.0,호박죽/쌀밥,감자국,미역줄기볶음,쌀밥/잡곡밥,시금치국,등갈비김치찜,생선초밥,우동,떡볶이
2018-12-12,수,2846,75,262,0,0.0,788.0,354.0,누룽지탕/쌀밥,선지해장국,멸치볶음,콩나물밥*양념장,가쯔오국,가자미튀김,쌀밥/잡곡밥,오징어국,양념치킨
2018-12-13,목,2846,65,253,652,0.0,765.0,475.0,야채죽/쌀밥,홍합탕,시금치나물,쌀밥/잡곡밥,매운어묵국,동파삼겹수육,짜장밥,계란국,사천식탕수육
2018-12-14,금,2846,160,277,113,0.0,664.0,411.0,낙지죽/쌀밥,시래기국,쑥갓두부무침,쌀밥/잡곡밥,동태찌개,치즈함박스테이크,쌀밥/잡곡밥,김치찌개,안동찜닭
2018-12-17,월,2846,90,201,602,0.0,1170.0,421.0,누룽지탕/쌀밥,얼갈이된장국,꽈리고추찜,쌀밥/잡곡밥,콩나물국,짬뽕불고기,쌀밥/잡곡밥,된장찌개,주꾸미볶음
2018-12-18,화,2846,87,243,525,0.0,813.0,432.0,표고버섯죽/쌀밥,무채국,브로컬리들깨찜,쌀밥/잡곡밥,연두부탕,닭볶음탕,충무김밥,김치말이국수,오징어초무침
2018-12-19,수,2846,86,256,0,0.0,710.0,390.0,누룽지탕/쌀밥,호박젓국찌개,명엽채무침,곤드레밥*강된장,팽이장국,탕수어,쌀밥/잡곡밥,콩비지찌개,고등어구이
2018-12-20,목,2846,106,242,235,0.0,784.0,373.0,녹두죽/쌀밥,버섯매운탕,연근조림,쌀밥/잡곡밥,근대국,돼지갈비찜,쌀밥/잡곡밥,옛날돈까스,크림스프
2018-12-21,금,2846,175,261,163,0.0,456.0,456.0,쇠고기죽/쌀밥,북어계란국,톳두부무침,쌀밥/잡곡밥,닭개장,갈치양념조림,쌀밥/잡곡밥,쇠고기미역국,생선까스*탈탈소스
2018-12-24,월,2846,894,159,26,0.0,296.0,104.0,누룽지탕/쌀밥,콩나물김치국,쥐포무침,쌀밥/잡곡밥,열무된장국,훈제오리구이,쌀밥/잡곡밥,민물새우찌개,닭갈비
2018-12-27,목,2846,182,253,132,0.0,517.0,251.0,소라살죽/쌀밥,소고기무국,시래기지짐,쌀밥/잡곡밥,순두부찌개,오징어볶음,김밥볶음밥,짬뽕,깐풍기
2018-12-28,금,2846,315,264,18,0.0,491.0,406.0,양송이죽/쌀밥,대구매운탕,검정콩조림,쌀밥/잡곡밥,고추장찌개,버섯불고기,쌀밥/잡곡밥,육개장,코다리조림
2018-12-31,월,2846,1085,132,28,0.0,332.0,135.0,누룽지탕/쌀밥,된장찌개,단배추나물,쌀밥/잡곡밥,콩나물국,돈육고추장불고기,쌀밥/잡곡밥,들깨시래기국,훈제오리볶음
2019-01-02,수,2985,108,129,0,0.0,1201.0,407.0,누룽지탕/쌀밥,어묵국,김자반,쌀밥/잡곡밥,떡국,소갈비찜,쌀밥/잡곡밥,부대찌개,마늘간장치킨
2019-01-03,목,2985,120,207,444,0.0,858.0,494.0,해물죽/쌀밥,감자국,무생채,쌀밥/잡곡밥,차돌박이찌개,안동찜닭,새우볶음밥,우동,깐풍육
2019-01-04,금,2985,218,234,65,0.0,668.0,482.0,잣죽/쌀밥,쇠고기샤브국,멸치볶음,쌀밥/잡곡밥,두부김치국,언양식불고기,쌀밥/잡곡밥,북어계란국,미트볼떡조림
2019-01-07,월,2985,113,211,439,0.0,1072.0,407.0,누룽지탕/쌀밥,호박젓국찌개,구이김,쌀밥/잡곡밥,시래기국,쇠고기숙주볶음,쌀밥/잡곡밥,미역국,매운돼지갈비찜
2019-01-08,화,2985,98,223,444,0.0,839.0,417.0,참치야채/쌀밥,냉이된장국,모듬묵*장,쌀밥/잡곡밥,콩나물국,치즈함박스테이크,멸치주먹밥,잔치국수,유린기
2019-01-09,수,2985,85,225,0,0.0,778.0,335.0,누룽지탕/쌀밥,매생이굴국,브로컬리들깨무침,비빔밥,맑은국,치킨핑거*요거트소스,쌀밥/잡곡밥,닭곰탕,오징어볶음
2019-01-10,목,2985,94,243,363,0.0,767.0,475.0,야채죽/쌀밥,선지해장국,미역줄기볶음,쌀밥/잡곡밥,육개장,탕수육,닭갈비볶음밥,가쯔오국,크림카레우동
2019-01-11,금,2985,177,251,1,0.0,627.0,430.0,호박죽/쌀밥,바지락국,무채나물,쌀밥/잡곡밥,꽃게탕,고추잡채*꽃빵,쌀밥/잡곡밥,해물순두부찌개,닭데리야끼구이
2019-01-14,월,2985,99,186,487,0.0,1163.0,573.0,누룽지탕/쌀밥,북어국,진미채무침,쌀밥/잡곡밥,알탕,돈육굴소스볶음,쌀밥/잡곡밥,김치찌개,굴비구이
2019-01-15,화,2985,71,223,417,0.0,963.0,569.0,닭죽/쌀밥,근대국,땅콩조림,쌀밥/잡곡밥,어묵국,등갈비김치말이,목살필라프,팽이가쯔오장국,로제파스타
2019-01-16,수,2985,80,228,0,0.0,1021.0,356.0,누룽지탕/쌀밥,소고기무국,곰피초장,짜장덮밥,맑은국,유산슬,쌀밥/잡곡밥,된장찌개,돈육장조림
2019-01-17,목,2985,71,247,326,0.0,837.0,515.0,밤죽/쌀밥,동태찌개,열무된장나물,쌀밥/잡곡밥,봄동된장국,쇠고기낙지볶음,오므라이스,미역장국,모듬튀김*칠리소스
2019-01-18,금,2985,196,276,1,0.0,585.0,386.0,홍게살죽/쌀밥,홍합탕,김잔파무침,쌀밥/잡곡밥,콩나물김치국,순살파닭,쌀밥/잡곡밥,닭개장,해물청경채볶음
2019-01-21,월,2985,114,199,468,0.0,1270.0,579.0,누룽지탕/쌀밥,감자국,김자반,쌀밥/잡곡밥,고추장찌개,버섯불고기,쌀밥/잡곡밥,차돌박이찌개,주꾸미볶음
2019-01-22,화,2985,73,230,436,0.0,889.0,564.0,양송이죽/쌀밥,버섯매운탕,꽈리고추찜,쌀밥/잡곡밥,배추된장국,닭볶음탕,참치회덮밥,미소장국,또띠아피자
2019-01-23,수,2985,86,224,0,0.0,958.0,392.0,누룽지탕/쌀밥,대구탕,두부양념조림,콩나물밥,맑은국,생선까스*탈탈소스,쌀밥/잡곡밥,아욱국,돈육강정
2019-01-24,목,2985,91,241,401,0.0,827.0,520.0,쇠고기죽/쌀밥,김치두부국,느타리호박볶음,쌀밥/잡곡밥,얼갈이국,누룽지탕수육,김치주먹밥,쌀국수,국물떡볶이
2019-01-25,금,2985,186,267,1,0.0,667.0,431.0,고구마죽/쌀밥,오징어국,어묵볶음,쌀밥/잡곡밥,수제비국,짬뽕불고기,쌀밥/잡곡밥,콩비지찌개,닭갈비
2019-01-28,월,2985,94,203,426,0.0,1140.0,511.0,누룽지탕/쌀밥,무채국,진미채무침,쌀밥/잡곡밥,된장찌개,김치제육볶음,쌀밥/잡곡밥,배추된장국,양념갈비찜
2019-01-29,화,2985,61,219,385,0.0,968.0,278.0,닭죽/쌀밥,북어해장국,땅콩조림,쌀밥/잡곡밥,새알만두국,양파치킨,김밥,나가사끼짬뽕,순대야채볶음
2019-01-31,목,2985,96,218,325,0.0,765.0,524.0,단팥죽/쌀밥,꽃게탕,마늘쫑볶음,쌀밥/잡곡밥,청국장찌개,갈치구이,쌀밥/잡곡밥,옛날왕돈까스,옥수수스프
2019-02-01,금,2806,283,180,2,0.0,804.0,171.0,야채죽/쌀밥,바지락국,새송이버섯볶음,쌀밥/잡곡밥,시금치국,동파삼겹수육,쌀밥/잡곡밥,참치김치찌개,소고기모듬장조림
2019-02-07,목,2806,392,101,447,0.0,1144.0,553.0,견과류죽/쌀밥,김치두부국,김자반,쌀밥/잡곡밥,열무된장국,훈제오리구이,쌀밥/잡곡밥,연두부탕,양념치킨
2019-02-08,금,2806,373,190,3,0.0,970.0,532.0,누룽지탕/쌀밥,시래기국,멸치볶음,쌀밥/잡곡밥,황태국,제육볶음,쌀밥/잡곡밥,쇠고기국,해물누룽지탕
2019-02-11,월,2806,67,159,758,0.0,1459.0,772.0,누룽지탕/쌀밥,콩나물국,두부쑥갓무침,쌀밥/잡곡밥,어묵국,소불고기,쌀밥/잡곡밥,된장찌개,닭볶음탕
2019-02-12,화,2806,51,240,648,0.0,1102.0,649.0,땅콩죽/쌀밥,동태찌개,아삭고추무침,쌀밥/잡곡밥,순두부찌개,돈육장조림,볶음밥*짜장소스,가쯔오장국,사천식탕수육
2019-02-13,수,2806,61,231,0,0.0,1044.0,497.0,누룽지탕/쌀밥,조랭이미역국,쥐포무침,낙지비빔밥,맑은국,메추리알조림,쌀밥/잡곡밥,근대국,돈육간장볶음
2019-02-14,목,2806,73,239,605,0.0,963.0,578.0,표고버섯죽/쌀밥,호박젓국찌개,브로컬리초장,쌀밥/잡곡밥,꽃게탕,미니채소떡갈비,참치주먹밥,우동,케이준샐러드
2019-02-15,금,2806,159,278,1,0.0,682.0,450.0,녹두죽/쌀밥,홍합탕,시금치나물,쌀밥/잡곡밥,봄동된장국,오징어볶음,쌀밥/잡곡밥,육개장,탕수어
2019-02-18,월,2806,104,195,728,0.0,1314.0,678.0,누룽지탕/쌀밥,냉이된장국,명엽채무침,쌀밥/잡곡밥,콩비지찌개,치즈함박스테이크,쌀밥/잡곡밥,얼갈이국,돈육굴소스볶음
2019-02-19,화,2806,62,228,663,0.0,1052.0,653.0,잣죽/쌀밥,감자국,꽈리고추찜,쌀밥/오곡밥,차돌박이찌개,굴비구이,김치볶음밥/계란,가쯔오장국,탄두리치킨
2019-02-20,수,2806,65,241,0,0.0,1005.0,472.0,누룽지탕/쌀밥,대구탕,느타리호박볶음,곤드레밥*양념장,맑은국,치킨핑거,쌀밥/잡곡밥,매운버섯국,가자미튀김
2019-02-21,목,2806,81,269,540,0.0,955.0,620.0,호박죽/쌀밥,황태국,가지나물,쌀밥/잡곡밥,아욱국,돼지갈비찜,목살필라프,미니잔치국수,생선까스*칠리소스
2019-02-22,금,2806,178,301,1,0.0,631.0,478.0,해물죽/쌀밥,맑은만두육개장,땅콩조림,쌀밥/잡곡밥,돈육김치찌개,언양식불고기,쌀밥/잡곡밥,오징어국,닭갈비
2019-02-25,월,2806,122,214,752,0.0,1299.0,645.0,누룽지탕/쌀밥,어묵탕,시금치나물,쌀밥/잡곡밥,고추장찌개,버섯불고기,쌀밥/잡곡밥,콩나물국,류산슬
2019-02-26,화,2806,109,239,644,0.0,924.0,566.0,견과류죽/쌀밥,연두부탕,모듬묵*장,쌀밥/잡곡밥,쇠고기미역국,미트볼칠리조림,유부초밥,짬뽕,깐풍기
2019-02-28,목,2806,254,271,116,0.0,772.0,464.0,소고기죽/쌀밥,김치국,아삭고추무침,쌀밥/잡곡밥,콩가루배추된장국,돈삼겹보쌈,쌀밥/잡곡밥,소고기무국,주꾸미볶음
2019-03-04,월,2836,213,172,708,0.0,1274.0,658.0,누룽지탕/쌀밥,감자국,김구이,쌀밥/잡곡밥,해물된장찌개,돈육간장불고기,쌀밥/잡곡밥,김치순두부찌개,소고기장조림
2019-03-05,화,2836,67,230,736,0.0,940.0,646.0,닭죽/쌀밥,냉이된장국,미역레몬초무침,쌀밥/잡곡밥,육개장,고추잡채*꽃빵,김밥,미니우동,떡볶이
2019-03-06,수,2836,56,238,0,0.0,1061.0,443.0,누룽지탕/쌀밥,들깨무채국,멸치볶음,콩나물밥,미역장국,코다리강정,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음
2019-03-07,목,2836,45,265,589,0.0,845.0,637.0,단팥죽/쌀밥,동태탕,감자채볶음,쌀밥/잡곡밥,북어해장국,소고기낙지볶음,볶음밥,단호박스프,로제스파게티
2019-03-08,금,2836,130,300,4,0.0,663.0,542.0,야채죽/쌀밥,조랭이떡국,실곤약흑임자무침,쌀밥/잡곡밥,차돌박이찌개,해물누룽지탕,쌀밥/잡곡밥,시금치국,수원왕갈비통닭
2019-03-11,월,2836,81,205,690,0.0,1277.0,707.0,누룽지탕/쌀밥,연두부탕,유채나물,쌀밥/잡곡밥,어묵국,쇠고기숙주볶음,쌀밥/잡곡밥,된장찌개,유자청제육볶음
2019-03-12,화,2836,59,244,642,0.0,956.0,653.0,새우살죽/쌀밥,호박젓국찌개,검정콩조림,쌀밥/잡곡밥,쑥국,안동찜닭,오므라이스,미소장국,모듬튀김*칠리소스
2019-03-13,수,2836,61,244,0,0.0,953.0,442.0,누룽지탕/쌀밥,꽃게탕,김자반,카레덮밥,가쯔오장국,고구마치즈구이,쌀밥/잡곡밥,수제비국,순살파닭
2019-03-14,목,2836,62,286,417,0.0,791.0,530.0,흑임자죽/쌀밥,오징어국,도라지생채,쌀밥/잡곡밥,우거지해장국,갈치구이,쌀밥/옛날돈까스,양송이스프,딸기드레싱샐러드
2019-03-15,금,2836,174,304,4,0.0,630.0,466.0,고구마죽/쌀밥,매운버섯국,미역줄기볶음,쌀밥/잡곡밥,열무된장국,등갈비김치찜,쌀밥/잡곡밥,달래된장국,레몬탕수육
2019-03-18,월,2836,107,217,607,0.0,1261.0,619.0,누룽지탕/쌀밥,민물새우찌개,쥐포무침,쌀밥/잡곡밥,콩나물국,버섯불고기,쌀밥/잡곡밥,배추된장국,닭갈비
2019-03-19,화,2836,72,248,553,0.0,990.0,627.0,땅콩죽/쌀밥,황태국,꽈리고추찜,쌀밥/잡곡밥,아욱국,동파육,꼬마김밥*겨자장,김치우동,해물까스/케찹
2019-03-20,수,2836,77,261,0,0.0,970.0,412.0,누룽지탕/쌀밥,대구찌개,김잔파무침,김치제육덮밥,맑은국,야채튀김,쌀밥/잡곡밥,닭개장,고등어구이
2019-03-21,목,2836,81,260,457,0.0,1214.0,470.0,녹두죽/쌀밥,감자국,멸치아몬드볶음,쌀밥/잡곡밥,미역국,한방소갈비찜,빠에야,쌀국수,수제고로케
2019-03-22,금,2836,168,295,3,0.0,567.0,466.0,낙지김치죽/쌀밥,옹심이만두떡국,유채나물,쌀밥/잡곡밥,해물된장찌개,돈육굴소스볶음,쌀밥/잡곡밥,참치김치찌개,언양식불고기
2019-03-25,월,2836,111,232,585,0.0,1150.0,555.0,누룽지탕/쌀밥,김치국,김자반,쌀밥/잡곡밥,꽃게탕,소고기장조림,쌀밥/잡곡밥,시래기국,삼겹살구이
2019-03-26,화,2836,83,252,525,0.0,919.0,541.0,잣죽/쌀밥,닭곰탕,연두부*양념장,쌀밥/잡곡밥,무채국,제육볶음,잡채밥&짜장소스,맑은국,간장치킨
2019-03-28,목,2836,84,282,522,0.0,810.0,597.0,수삼닭죽/쌀밥,쇠고기버섯국,시금치나물,쌀밥/잡곡밥,어묵탕,매운돼지갈비찜,충무김밥,우동,오징어초무침
