id,Overall Qual,Gr Liv Area,Exter Qual,Garage Cars,Garage Area,Kitchen Qual,Total Bsmt SF,1st Flr SF,Bsmt Qual,Full Bath,Year Built,Year Remod/Add,Garage Yr Blt,target
684,10,3608,Gd,3,840,Ex,1107,1518,TA,2,1892,1993,1993,475000
685,5,1117,TA,1,264,TA,1117,1117,TA,1,1963,1963,1963,136870
686,5,1148,TA,1,672,TA,1148,1148,TA,1,1959,1959,1959,132500
687,9,2855,Gd,3,774,Ex,1540,1540,Ex,2,2000,2000,2000,405000
688,9,1856,Gd,3,834,Ex,1856,1856,Ex,1,2010,2010,2010,394432
689,7,1335,Gd,2,575,Gd,1335,1335,Gd,2,2006,2007,2007,210400
690,7,2385,Gd,3,600,Gd,1066,1108,Gd,2,1998,1998,1998,252000
691,8,1464,Gd,3,754,Gd,1485,1464,Gd,2,2007,2007,2007,282922
692,5,1536,TA,2,480,TA,928,928,TA,2,1930,1950,1930,138400
693,4,1196,TA,2,440,TA,1196,1196,TA,1,1916,1990,1957,109900
694,5,1308,TA,2,484,TA,720,720,TA,1,1969,1969,1969,146900
695,7,1760,Gd,2,583,Gd,1760,1760,Gd,2,2003,2004,2003,269500
696,8,1743,Gd,2,529,Gd,966,1743,Gd,0,1976,1976,1976,279000
697,6,1199,Gd,2,530,Gd,1199,1199,Gd,2,1993,1993,1993,153900
698,5,1178,TA,2,502,TA,1090,1178,Gd,1,1976,2003,1976,135000
699,7,1378,TA,2,360,Gd,689,689,TA,2,1928,2005,1928,161000
700,8,1500,Gd,2,674,Gd,1489,1500,Gd,2,2006,2006,2005,212999
701,7,1212,Gd,2,573,Gd,1212,1212,Gd,2,2001,2001,2001,178000
702,6,1595,TA,2,528,TA,663,774,TA,2,1915,1950,1974,155500
703,8,2541,Gd,3,729,Ex,1149,1164,Ex,3,2005,2005,2005,349265
704,4,948,TA,1,248,TA,864,948,TA,1,1954,1954,1954,111000
705,7,1680,Gd,2,583,Gd,1650,1680,Ex,2,1998,1999,1998,213250
706,8,2392,Gd,3,870,Gd,1396,1407,Gd,2,1997,1998,1997,348000
707,9,1612,Gd,2,556,Ex,1612,1612,Ex,2,2006,2006,2006,319900
708,5,960,Gd,2,576,TA,850,960,TA,1,1926,1980,1981,103000
709,7,1690,Gd,2,624,Gd,560,930,TA,2,1910,2008,2008,156500
710,3,864,TA,1,200,TA,864,864,TA,1,1914,1950,1938,58500
711,5,1920,TA,2,400,TA,928,928,TA,2,1948,1950,1948,137000
712,6,848,Gd,2,420,Gd,848,848,Gd,1,2004,2004,2004,141000
713,7,1452,Gd,2,506,Gd,691,713,Gd,2,1999,1999,1999,156000
714,5,1302,TA,2,440,TA,630,630,TA,2,1970,1970,1970,106000
715,4,1128,TA,2,528,TA,698,698,TA,1,1920,1950,1980,68400
716,8,1563,TA,3,758,Gd,1563,1563,Gd,2,2007,2007,2007,245000
717,7,1369,Gd,2,605,Gd,1369,1369,Gd,2,2007,2007,2007,213133
718,7,1458,TA,2,454,Gd,608,608,Gd,2,2006,2007,2007,168165
719,7,1344,TA,4,784,TA,1344,1344,Gd,2,1997,1998,1997,206300
720,6,1398,Gd,2,542,Gd,1398,1398,Gd,2,1990,1991,1990,172000
721,7,1502,Gd,2,644,Gd,1502,1502,Gd,2,2009,2009,2009,233170
722,9,2331,Gd,3,1003,Ex,1414,1414,Ex,2,2005,2005,2005,379000
723,5,1008,TA,2,678,Gd,923,1008,Gd,1,1977,1977,1977,153500
724,6,2087,TA,2,444,Gd,832,976,TA,2,1966,2007,1966,187500
725,5,1422,TA,1,288,TA,806,1081,TA,1,1951,1951,1951,137500
726,6,1298,TA,1,240,TA,651,759,TA,2,1921,2005,1994,146500
727,8,1852,Gd,3,660,Gd,1004,1004,Gd,2,1999,2000,1999,230000
728,7,836,TA,1,308,TA,836,836,Gd,1,1975,1975,1975,120000
729,5,864,TA,2,732,TA,864,864,TA,1,1961,1961,1982,141000
730,8,2169,Gd,2,647,Gd,1284,1284,Gd,2,2002,2002,2002,228500
731,6,1350,TA,2,478,TA,1064,1350,Gd,2,1974,1974,1974,165000
732,6,1576,TA,2,368,Gd,1208,1576,TA,1,1961,1961,1961,174500
733,9,2338,Ex,3,1110,Gd,2660,2338,Ex,2,2006,2007,2005,591587
734,5,894,TA,2,552,TA,894,894,TA,1,1972,1972,1975,149900
735,7,1368,Gd,2,474,Gd,1368,1368,Gd,2,2005,2006,2005,202500
736,7,2787,TA,4,820,TA,1168,1168,Ex,4,2000,2000,2000,269500
737,8,2028,Gd,3,880,Gd,1868,2028,Ex,2,2005,2006,2005,369900
738,6,1152,TA,1,300,Gd,1092,1152,TA,1,1950,2004,1950,158500
739,6,1440,Gd,2,467,Gd,1440,1440,Gd,2,1981,1981,1981,182900
740,6,1726,Gd,2,561,Gd,1726,1726,Gd,2,2008,2008,2008,222000
741,7,1055,TA,2,440,TA,1055,1055,Gd,2,1977,1977,1977,148500
742,6,1470,TA,2,420,TA,680,680,Gd,2,1995,1996,1995,165000
743,5,972,TA,1,305,TA,972,972,TA,1,1955,1955,1955,122500
744,7,1550,Gd,2,438,Gd,1092,1112,Gd,2,2006,2007,2007,241000
745,6,987,TA,1,264,TA,483,483,TA,1,1973,1973,1973,83000
746,8,2234,Gd,2,724,Gd,2220,2234,Ex,1,2006,2006,2006,441929
747,8,1239,Gd,2,477,Gd,1230,1239,Gd,1,1995,1995,1995,217500
748,8,2794,Gd,3,810,Ex,1462,1490,Gd,2,1995,1996,1995,403000
749,6,1647,TA,2,460,TA,953,953,Gd,2,1999,2000,1999,175000
750,6,848,Gd,2,420,Gd,848,848,Gd,1,2003,2003,2003,136500
751,6,1320,TA,2,495,TA,1232,1320,Gd,2,1971,1971,1971,172500
752,6,1042,TA,2,440,TA,1042,1042,TA,2,1965,1965,1965,161000
753,7,3005,Gd,3,704,Gd,1376,1376,Gd,2,2004,2005,2004,280750
754,6,919,TA,1,195,TA,894,919,TA,1,1926,1998,1926,126000
755,6,1977,TA,2,540,TA,816,1127,TA,1,1964,1978,1964,165000
756,9,1850,Gd,3,772,Gd,1833,1850,Ex,2,2004,2005,2004,326000
757,5,816,Fa,2,516,TA,816,816,Gd,1,1963,1963,1963,110000
758,6,1236,TA,1,384,TA,768,788,TA,2,1925,1950,1985,127000
759,5,1118,TA,2,410,TA,793,793,Gd,1,1939,1950,1939,119900
760,4,864,TA,2,400,TA,864,864,TA,1,1951,1951,1951,141000
761,5,1377,TA,1,351,TA,1377,1377,TA,1,1960,1960,1965,156500
762,7,854,TA,2,576,TA,832,854,TA,1,1929,2001,1991,132000
763,5,1306,TA,1,756,TA,992,1306,TA,1,1957,2000,1968,153000
764,6,1470,TA,2,624,TA,738,868,Fa,1,1922,1994,1970,140750
765,5,1154,TA,1,336,Ex,864,1154,TA,1,1953,2006,1962,142000
766,6,1602,Gd,2,529,Gd,1602,1602,Gd,2,1977,2000,1977,215000
767,6,1338,Gd,2,576,Gd,520,1338,Gd,1,1983,1983,1983,156500
768,5,864,Gd,1,336,TA,864,864,TA,1,1978,2005,1978,136500
769,6,848,Gd,2,420,Gd,848,848,Gd,1,2003,2003,2003,131500
770,9,1419,Gd,2,588,Ex,1419,1419,Ex,1,2001,2001,2001,290000
771,6,1944,TA,2,324,TA,972,972,TA,2,1910,1950,1920,103500
772,8,2520,Gd,3,796,Gd,1338,1352,Gd,2,1993,1993,1993,310000
773,5,1475,TA,1,336,TA,550,925,Gd,2,1976,1976,1976,129500
774,6,1930,TA,1,316,TA,720,1146,TA,2,1927,1950,1927,149000
775,7,2127,Gd,3,833,Gd,1104,912,Ex,2,1991,1991,1991,238000
776,7,1870,Gd,2,608,Gd,944,944,Gd,2,2001,2001,2001,211000
777,7,1626,Gd,2,534,Gd,1602,1626,Gd,2,1994,1994,1994,226500
778,6,1643,TA,2,438,TA,1182,1643,Gd,2,1966,1966,1966,195000
779,6,1461,TA,1,225,TA,686,686,TA,1,1926,1991,1926,135000
780,6,1474,TA,2,495,TA,1632,1474,TA,1,1952,1952,1952,115000
781,9,2668,Gd,3,726,Ex,1572,1572,Ex,2,2003,2004,2003,412500
782,7,1840,Gd,2,622,Gd,944,944,Gd,2,2001,2001,2001,230000
783,7,1370,TA,2,479,TA,1090,1370,Gd,2,1976,1976,1976,152000
784,6,1481,TA,2,343,TA,702,702,Gd,2,1994,1995,1994,174000
785,6,1556,TA,2,470,TA,782,1019,TA,2,1949,1950,1949,172500
786,6,2521,TA,2,576,TA,942,1291,Gd,2,1973,1973,1973,151400
787,6,1493,TA,2,508,Gd,1478,1493,Gd,2,1997,1998,1997,208900
788,7,1663,Gd,2,478,Gd,835,835,Gd,2,2003,2004,2003,192500
789,8,1648,Ex,2,525,Ex,1596,1648,Ex,2,2007,2008,2007,294464
790,10,1718,Ex,3,786,Ex,1700,1718,Ex,2,2006,2007,2008,337500
791,7,1190,Gd,2,578,Gd,1169,1190,Gd,2,2005,2005,2005,173500
792,6,1251,TA,1,461,TA,1251,1251,TA,1,1964,1964,1964,160000
793,6,1690,TA,2,442,TA,915,940,Gd,2,2000,2000,2000,187000
794,5,900,TA,1,280,TA,882,900,TA,1,1967,1967,1970,122000
795,5,1422,TA,1,352,TA,1290,1422,TA,1,1926,1950,1973,136500
796,6,848,Gd,2,420,Gd,848,848,Gd,1,2004,2004,2004,144500
797,6,1716,TA,2,672,Gd,810,1170,TA,2,1915,2004,1970,162500
798,6,856,TA,2,399,TA,856,856,TA,1,1939,1950,1939,126000
799,5,1308,TA,2,400,TA,880,880,TA,2,1915,1978,1950,120000
800,7,1594,Gd,2,434,Gd,846,846,Gd,2,2004,2004,2004,195500
801,6,1337,Gd,2,511,Gd,1405,1337,Gd,2,1998,1999,1998,181000
802,8,2090,Gd,2,556,Gd,1220,1220,Gd,2,1995,1996,1995,240000
803,6,1279,TA,2,473,TA,1196,1279,TA,2,1977,1977,1980,171500
804,7,1930,TA,2,481,Gd,780,1085,Gd,2,1979,1979,1979,192000
805,8,1537,Gd,3,788,Gd,1518,1537,Ex,2,2006,2007,2007,294000
806,8,1593,Gd,2,682,Ex,1593,1593,Ex,1,2001,2002,2001,286000
807,5,1505,TA,1,240,TA,883,988,TA,1,1940,1982,1940,145000
808,4,960,TA,1,432,TA,960,960,TA,1,1965,1965,1965,94750
809,5,1316,TA,2,484,TA,926,926,TA,1,1929,2001,1974,130000
810,6,1487,TA,1,220,TA,735,798,TA,1,1945,1950,1949,113000
811,5,912,Gd,1,300,Gd,912,912,TA,1,1963,1995,1963,129000
812,6,2279,TA,2,461,Gd,585,2279,TA,2,1958,1995,1958,257000
813,7,2640,Gd,4,864,Gd,1240,1320,TA,1,1880,2003,1950,265979
814,7,2080,Gd,1,282,Gd,1276,1276,Gd,1,1926,2004,1926,234000
815,5,1188,TA,1,312,TA,1188,1188,TA,1,1962,1962,1962,157900
816,4,1981,TA,2,576,Gd,1122,1328,TA,2,1928,1950,1981,135000
817,6,2872,TA,2,619,TA,1330,1542,Gd,2,1977,1995,1977,272000
818,5,1717,TA,1,410,TA,901,1125,Gd,1,1940,1950,1940,194000
819,7,2046,Gd,3,871,Gd,998,1006,Gd,2,2003,2004,2003,284000
820,7,1492,Gd,2,440,Gd,738,738,Gd,2,2006,2006,2006,185101
821,8,1728,Gd,2,520,Gd,1884,1728,Gd,2,2007,2007,2007,298751
822,5,1056,TA,1,308,TA,1056,1056,TA,1,1958,1992,1958,139000
823,6,1839,TA,2,442,TA,756,1051,TA,1,1966,1966,1966,155000
824,6,1368,TA,1,216,TA,684,684,TA,1,1910,1993,1930,114504
825,5,864,TA,1,294,TA,864,864,TA,1,1962,1962,1962,125500
826,5,1202,TA,1,304,TA,1202,1202,TA,1,1956,1956,1956,120000
827,6,1511,TA,2,413,TA,802,802,Gd,2,1997,1997,1997,185000
828,7,1200,Gd,2,480,Gd,600,600,Gd,2,2004,2005,2004,151000
829,6,1358,Gd,2,484,Gd,1358,1358,Gd,2,2005,2005,2005,213000
830,6,1570,TA,2,441,TA,1395,1570,TA,1,1958,1958,1958,166800
831,5,1392,Gd,3,650,Gd,1441,1392,Gd,2,2002,2002,2002,215000
832,7,1689,Gd,2,433,Gd,1689,1689,Gd,2,2006,2007,2007,231713
833,6,1302,TA,1,309,Gd,1302,1302,Gd,2,1964,1991,1964,158000
834,5,990,TA,2,672,TA,990,990,Gd,1,1994,1995,1996,145000
835,5,1301,TA,2,440,Fa,1145,1301,TA,1,1924,1950,1965,100000
836,4,988,TA,1,297,TA,462,526,Gd,1,1973,1973,1973,94900
837,6,1266,TA,1,283,TA,630,630,TA,1,1980,1980,1980,128000
838,6,1374,TA,1,286,TA,1130,1374,TA,1,1964,1964,1964,147000
839,6,1224,TA,1,210,TA,818,818,TA,1,1926,2004,1926,115000
840,6,1220,TA,2,944,TA,1625,1220,TA,2,1971,1971,1971,170000
841,4,1200,TA,1,294,TA,1200,1200,TA,1,1956,1956,1956,144000
842,7,1389,TA,1,240,TA,651,707,TA,1,1946,1992,1947,135000
843,7,1530,Gd,2,430,Gd,1530,1530,Ex,2,2005,2005,2005,260000
844,6,987,TA,1,288,TA,483,483,TA,1,1972,1972,1972,94500
845,6,1499,Gd,2,473,Gd,781,795,Gd,2,1995,1995,1995,187000
846,6,1200,Gd,2,480,Gd,600,600,Gd,2,2005,2005,2005,165000
847,8,1648,Ex,2,482,Ex,1596,1648,Ex,2,2007,2008,2007,230000
848,5,1148,TA,1,308,TA,980,1148,Ex,1,1952,1952,1952,123500
849,6,1495,TA,2,438,TA,1495,1495,Gd,2,1989,1989,1989,150000
850,5,923,TA,1,264,TA,876,923,TA,1,1984,1985,1984,119500
851,5,976,TA,1,215,TA,976,976,TA,1,1942,1950,1942,102000
852,5,899,TA,1,288,Gd,864,899,TA,1,1967,2004,1967,130000
853,5,1558,TA,1,288,TA,913,1048,TA,1,1945,1950,1962,140000
854,7,2061,Gd,2,647,Gd,1070,1094,Gd,2,1995,1996,1995,260000
855,9,1652,Gd,2,840,Ex,1652,1652,Ex,2,2006,2007,2006,325000
856,8,2052,Gd,3,642,Gd,1107,1040,Gd,2,2000,2001,2000,251000
857,10,4476,Gd,3,813,Ex,2396,2411,Ex,3,1996,1996,1996,745000
858,5,1039,TA,2,504,TA,1039,1039,TA,1,1965,1965,1965,131500
859,6,1603,TA,2,599,TA,784,819,TA,1,1923,1950,1980,138000
860,5,778,TA,1,924,TA,740,778,TA,1,1940,1955,1966,120500
861,5,1096,TA,1,299,TA,1096,1096,TA,1,1969,1969,1969,138800
862,7,2260,Gd,2,533,Gd,1306,1306,Ex,2,1996,1997,1996,328000
863,7,2448,TA,2,441,TA,1438,1900,TA,3,1962,1998,1962,277500
864,6,1660,TA,1,240,TA,715,849,TA,1,1934,1995,1939,188700
865,6,2814,Gd,2,614,Gd,1077,1093,Gd,2,1995,2002,1995,260000
866,8,2225,Gd,3,713,Gd,1390,1402,Gd,2,1992,1993,1992,285000
867,6,1610,TA,2,480,Gd,1610,1610,TA,2,1977,2001,1977,205000
868,6,984,TA,1,280,TA,936,984,TA,1,1954,1954,1954,112500
869,7,1494,Gd,2,530,Gd,1494,1494,Gd,2,2002,2002,2002,221000
870,6,1125,TA,1,352,TA,1041,1125,TA,1,1976,1976,1977,125000
871,7,1812,Gd,2,469,TA,952,952,Gd,2,2002,2002,2002,205000
872,10,2470,Ex,3,789,Ex,2535,2470,Ex,1,2003,2003,2003,615000
873,8,2285,Gd,3,648,Gd,969,997,Gd,2,2000,2000,2000,248000
874,5,1680,TA,2,450,TA,856,936,TA,2,1910,1950,1910,114900
875,6,2154,TA,2,539,TA,845,845,TA,2,1964,1997,1964,224500
876,5,835,TA,1,366,TA,458,835,TA,1,1920,1950,1920,83000
877,5,1134,TA,1,254,TA,1010,1134,TA,1,1960,2002,1960,135000
878,6,1298,Gd,2,403,Gd,1298,1298,Gd,2,1985,1985,1985,180000
879,6,1256,Gd,2,641,Gd,1145,1256,Gd,1,2008,2008,2008,195000
880,8,2263,Gd,2,905,Gd,1055,1055,Gd,2,2001,2002,2001,287000
881,7,1294,Gd,2,662,Gd,1286,1294,Gd,2,2006,2006,2006,193879
882,6,1845,Gd,2,462,Gd,1055,1055,Gd,2,1992,1992,1992,189000
883,6,1024,TA,1,313,Gd,1008,1024,TA,1,1956,1956,1956,157500
884,7,2035,Gd,2,434,Gd,884,884,Gd,2,2001,2001,2001,222500
885,7,1428,Gd,2,480,Gd,1428,1428,Gd,2,2007,2008,2007,182000
886,7,1173,TA,2,528,Gd,1053,1173,Gd,2,1974,1974,1974,170000
887,6,1456,TA,2,440,TA,855,855,Gd,2,1977,1977,1977,137900
888,5,1121,TA,2,480,TA,1121,1121,TA,1,1963,1963,1963,139000
889,6,2210,TA,1,205,Fa,1008,1178,TA,2,1880,1950,1930,117500
890,5,988,TA,2,624,TA,988,988,TA,1,1962,1962,1977,129500
891,5,1437,TA,2,576,TA,1188,1437,TA,1,1956,1987,1999,168000
892,6,1495,TA,2,576,TA,864,1064,TA,1,1948,1994,1994,135000
893,5,1302,TA,1,264,TA,630,630,TA,2,1972,1972,1972,119500
894,6,2112,TA,2,576,TA,952,1092,Fa,2,1969,1969,1969,206900
895,7,2295,Gd,2,590,Gd,1095,1166,Gd,2,1992,2000,1992,268000
896,8,1836,Gd,3,862,Gd,1836,1836,Ex,2,2004,2005,2004,280000
897,5,1836,TA,1,288,TA,686,1150,TA,2,1900,1950,1900,103000
898,10,2020,Ex,3,900,Ex,2006,2020,Ex,2,2009,2009,2009,402861
899,5,1144,Gd,1,286,TA,1169,1144,TA,1,1956,1956,1956,150000
900,6,2108,TA,2,540,Gd,1127,1236,TA,2,1935,1986,1935,235000
901,5,1086,TA,2,484,TA,1024,1086,TA,1,1966,1966,1966,159950
902,6,1489,TA,2,462,Gd,1489,1489,TA,2,1968,1968,1968,185750
903,8,1776,Gd,3,712,Gd,1732,1776,Ex,2,2006,2007,2006,283463
904,5,904,TA,3,912,Gd,864,904,Gd,1,1970,1970,1979,144000
905,7,1536,Gd,2,532,Gd,1536,1536,Gd,2,2002,2003,2002,214000
906,4,864,TA,2,528,TA,864,864,TA,1,1955,1955,1996,79275
907,4,960,TA,1,308,Fa,960,960,TA,1,1920,1950,1997,108500
908,7,2314,Gd,2,502,Gd,1150,1164,Ex,2,2003,2005,2003,229000
909,6,1846,TA,1,315,TA,1040,1168,TA,2,1949,1950,1949,143000
910,7,1700,Gd,1,450,Gd,430,880,Gd,2,1980,1981,1980,148400
911,8,1908,Gd,2,431,Gd,967,993,Gd,2,2002,2002,2002,202900
912,7,1598,Gd,2,433,Gd,848,848,Gd,2,2004,2005,2004,201490
913,6,1608,TA,2,470,TA,945,945,Gd,2,1997,1997,1997,189500
914,7,1569,Gd,3,660,Gd,1386,1569,Gd,2,2007,2007,2007,175900
915,7,1358,Gd,2,484,Gd,1350,1358,Gd,2,2007,2008,2008,217300
916,6,1336,TA,2,488,TA,1121,1336,TA,1,1958,1958,1958,162000
917,7,1962,Gd,3,868,Gd,1391,1391,Gd,2,2006,2006,2006,239799
918,8,2468,Gd,3,872,Gd,1136,1136,Ex,2,2004,2004,2004,354000
919,6,1092,TA,2,504,TA,1092,1092,Gd,1,1964,1964,1964,145000
920,5,1274,TA,2,576,TA,624,624,Gd,1,1991,1991,1993,136000
921,9,2020,Ex,3,896,Ex,2020,2020,Ex,2,2008,2008,2008,404000
922,6,1092,TA,1,264,TA,525,525,TA,1,1973,1973,1973,113500
923,5,1114,TA,2,576,Gd,1114,1114,Gd,2,2003,2004,2004,153000
924,6,1229,TA,2,462,TA,561,561,Gd,1,1980,1980,1980,121000
925,5,1268,Gd,1,288,TA,832,1036,TA,1,1949,1950,1949,133000
926,5,964,TA,2,432,TA,876,964,Gd,1,1921,2006,1921,163500
927,7,1073,TA,1,246,TA,1073,1073,Gd,2,2004,2004,2004,157000
928,8,2184,Gd,2,570,Gd,1068,1068,Gd,2,2003,2003,2003,254750
929,9,2206,Gd,3,670,Ex,1090,1117,Gd,2,2005,2006,2005,300000
930,7,1872,TA,2,604,TA,1845,1872,Gd,2,1988,1988,1988,241500
931,7,1540,Gd,2,495,Gd,754,754,Gd,2,1994,1994,1994,184000
932,5,1110,TA,2,602,Gd,1097,1110,Gd,1,1978,1978,1978,165500
933,4,1067,TA,2,436,Gd,1067,1067,Gd,2,1950,1995,1996,128000
934,5,1224,TA,2,528,TA,1086,1224,Gd,0,1979,1979,1979,153337
935,6,1640,Gd,2,924,Gd,1296,1640,TA,1,1954,2006,1993,224000
936,7,1405,Gd,2,478,Gd,1405,1405,Gd,2,2003,2003,2003,200000
937,3,1610,TA,1,480,Fa,972,1052,TA,2,1938,1990,1938,124000
938,6,1308,TA,2,497,Gd,635,646,Gd,2,1997,2006,1997,175000
939,8,1034,Gd,2,598,Gd,982,1034,Gd,1,1989,1989,1989,185000
940,7,2787,TA,4,820,TA,1168,1168,Ex,4,2000,2000,2000,269500
941,5,1750,TA,1,240,Ex,636,1089,Fa,1,1880,1991,1937,124000
942,8,3194,TA,2,380,TA,965,1940,Gd,2,1934,1998,1934,359100
943,9,2036,Ex,3,780,Ex,2190,2036,Ex,2,2008,2008,2008,410000
944,4,861,TA,2,539,TA,861,861,TA,1,1940,1950,1961,82500
945,5,1040,TA,2,748,TA,1040,1040,Gd,1,1977,1977,1977,134900
946,5,1224,TA,2,576,TA,1224,1224,TA,1,1960,1996,1960,131000
947,7,1720,Gd,2,400,Gd,840,840,Gd,2,2002,2003,2002,188000
948,4,1315,TA,2,436,TA,808,838,Fa,2,1958,1958,1958,99500
949,6,2792,Gd,2,520,TA,1510,1584,Gd,2,1920,1950,1920,256000
950,6,1427,TA,2,516,TA,1427,1427,TA,2,1969,1969,1969,183000
951,9,1736,Ex,3,834,Ex,1736,1736,Ex,2,2008,2008,2008,360000
952,6,1026,TA,2,528,TA,970,1026,Gd,1,1974,1974,1974,143000
953,5,1716,TA,1,281,TA,768,1148,TA,1,1949,2008,1949,131000
954,5,1281,TA,2,379,Gd,756,903,TA,1,1926,1950,1926,132500
955,7,1250,Gd,2,625,Gd,625,625,Gd,2,2006,2007,2006,171900
956,5,948,TA,1,300,TA,948,948,TA,1,1968,1968,1968,108000
957,5,1008,TA,1,384,Gd,1008,1008,TA,1,1968,1968,1968,139500
958,6,1324,TA,2,440,TA,1088,1324,TA,2,1965,1965,1965,160000
959,9,1720,Ex,3,846,Ex,1720,1720,Ex,2,2008,2008,2008,332000
960,5,1078,TA,1,240,Gd,1078,1078,TA,1,1950,1996,1950,142125
961,5,889,TA,2,484,TA,864,889,TA,1,1984,1984,1984,137500
962,6,2058,TA,2,396,TA,735,1134,Gd,1,1917,1950,1950,129500
963,10,2945,Ex,3,641,Gd,1410,1426,Ex,3,2006,2006,2006,438780
964,7,1430,Gd,2,605,Gd,1413,1430,Gd,2,2001,2002,2001,187100
965,8,2610,Gd,2,550,Ex,1184,1184,Gd,2,2007,2007,2007,303477
966,7,1626,Gd,2,474,Gd,764,764,Gd,2,2003,2004,2003,155000
967,5,1265,TA,2,502,Gd,1219,1265,TA,2,1965,1999,1965,179900
968,7,2212,Gd,3,773,Gd,1700,1700,Gd,2,2005,2006,2006,309000
969,5,894,TA,2,600,TA,894,894,TA,1,1972,1972,1985,123000
970,7,1200,Gd,2,555,Gd,1176,1200,Gd,2,2003,2003,2003,184900
971,6,848,Gd,2,420,Gd,848,848,Gd,1,2004,2004,2004,155900
972,7,2161,TA,2,506,Gd,832,1218,TA,2,1950,2000,1994,263400
973,7,1641,TA,2,546,Ex,728,832,TA,1,1925,1990,1925,178000
974,8,2551,Gd,3,925,Gd,1779,1779,Gd,2,1997,1998,1998,384500
975,5,1582,TA,1,250,TA,952,994,TA,2,1938,1950,1938,150000
976,7,1504,Gd,2,478,Gd,1504,1504,Gd,2,1996,1996,1996,203000
977,7,1886,Gd,2,431,Gd,930,956,Gd,2,1998,1999,1998,199900
978,7,1630,Gd,2,451,Gd,1630,1630,Gd,2,2000,2001,2000,213000
979,6,2237,TA,2,440,Gd,712,1375,Gd,2,1980,2006,1980,204000
980,5,1128,TA,2,525,TA,1120,1128,TA,2,1963,1963,1963,155000
981,8,1625,Gd,2,495,Gd,1573,1625,Gd,2,2006,2007,2006,375000
982,7,1720,Gd,2,440,Gd,840,840,Gd,2,2004,2004,2004,183500
983,6,1664,TA,2,420,TA,1004,1004,TA,2,1947,1950,1950,159000
984,6,1141,Gd,2,484,TA,1141,1141,Gd,1,2005,2005,2005,142500
985,7,1734,Gd,2,660,Gd,1734,1734,Gd,2,2005,2005,2005,260000
986,8,2499,Gd,2,527,TA,392,1487,TA,2,1976,1976,1976,180500
987,5,950,TA,2,400,TA,984,950,TA,1,1953,1953,1953,130000
988,7,1908,Gd,2,493,Gd,915,933,Gd,2,1994,1995,1994,210000
989,7,1804,TA,2,442,Gd,994,1028,TA,2,1999,1999,1999,189000
990,9,1905,Ex,3,788,Ex,1905,1905,Ex,2,2006,2006,2006,320000
991,5,1647,TA,2,621,Gd,1430,1647,Gd,2,1977,1977,1977,217500
992,4,630,TA,1,286,Gd,630,630,Gd,1,1970,2002,1970,86000
993,5,1125,TA,2,430,TA,1125,1125,Gd,1,2006,2007,2007,155000
994,4,1374,Fa,1,338,TA,840,840,TA,1,1920,1950,1967,105000
995,7,1080,Gd,2,496,Gd,530,530,Gd,2,2003,2003,2003,147110
996,6,987,TA,1,352,TA,483,483,TA,1,1972,1972,1975,100500
997,7,1920,TA,2,487,Gd,570,1222,TA,3,1968,1992,1968,170000
998,5,879,TA,1,180,TA,830,879,TA,1,1936,1950,1936,80000
999,5,1444,TA,2,400,TA,384,744,Gd,2,2006,2007,2007,174000
1000,5,764,TA,2,504,TA,680,764,Fa,1,1925,2004,1965,73000
1001,5,1015,TA,1,450,TA,768,1015,TA,1,1925,1950,1925,88000
1002,7,1425,TA,2,591,TA,1425,1425,Gd,2,1998,1998,1998,193000
1003,9,2276,Gd,3,1348,Ex,2271,2276,Gd,2,2008,2008,2008,475000
1004,6,1658,TA,2,431,TA,773,773,Gd,2,1995,1996,1995,188000
1005,6,1625,TA,2,576,Fa,1625,1625,Gd,2,1979,1979,1979,242500
1006,7,1342,Gd,2,393,Gd,698,698,Gd,2,2003,2003,2003,178000
1007,8,1959,Gd,3,1025,Gd,1088,1088,Gd,2,2006,2006,2006,270000
1008,9,1808,Ex,3,850,Ex,1774,1808,Ex,2,2008,2008,2008,324000
1009,7,1456,Gd,2,400,Gd,728,728,Gd,2,2007,2007,2007,177594
1010,7,1496,Gd,2,426,Gd,654,664,Gd,2,2006,2006,2006,179665
1011,5,1072,TA,5,1184,TA,1072,1072,TA,1,1925,1950,1982,126500
1012,9,1780,Ex,3,816,Ex,1780,1780,Ex,2,2004,2005,2004,378000
1013,6,1224,TA,2,402,TA,1224,1224,Ex,2,1999,1999,1999,165000
1014,7,1079,TA,1,249,TA,570,617,TA,1,1948,1950,1948,125600
1015,8,1795,Gd,2,534,Gd,1777,1795,Gd,2,2002,2002,2002,230000
1016,4,765,TA,1,200,Gd,765,765,TA,1,1925,1950,1926,87000
1017,6,987,TA,1,264,TA,483,483,TA,1,1973,1973,1973,103400
1018,5,1056,TA,1,300,TA,1056,1056,TA,1,1955,1955,1955,125000
1019,6,913,TA,1,240,TA,814,913,TA,1,1966,1966,1990,129000
1020,6,1113,TA,1,504,TA,1143,1113,TA,1,1976,1976,1987,148000
1021,5,1228,TA,1,271,Gd,1228,1228,TA,1,1966,2006,1966,149350
1022,4,1120,TA,2,480,Fa,744,792,TA,1,1948,1950,1956,64000
1023,7,1753,Gd,2,534,TA,853,853,Gd,2,1998,1999,1998,217000
1024,7,1324,TA,2,585,Gd,1228,1324,Gd,2,1976,1976,1976,174000
